PM10,PM2.5,SO2,NO2,O3,CO,Latitude,Longitude
31.0,6.0,0.002,0.012,0.024,0.3,37.5720164,127.0050075
25.0,6.0,0.002,0.012,0.024,0.3,37.5720164,127.0050075
21.0,6.0,0.002,0.011,0.025,0.3,37.5720164,127.0050075
20.0,5.0,0.002,0.011,0.025,0.4,37.5720164,127.0050075
19.0,5.0,0.002,0.01,0.025,0.3,37.5720164,127.0050075
22.0,7.0,0.003,0.009,0.025,0.3,37.5720164,127.0050075
20.0,5.0,0.002,0.009,0.025,0.3,37.5720164,127.0050075
16.0,4.0,0.002,0.009,0.025,0.3,37.5720164,127.0050075
17.0,6.0,0.002,0.015,0.019,0.3,37.5720164,127.0050075
17.0,8.0,0.003,0.023,0.012,0.4,37.5720164,127.0050075
17.0,8.0,0.003,0.03,0.006,0.4,37.5720164,127.0050075
21.0,11.0,0.003,0.033,0.006,0.6,37.5720164,127.0050075
24.0,12.0,0.004,0.029,0.011,0.5,37.5720164,127.0050075
25.0,15.0,0.003,0.02,0.018,0.4,37.5720164,127.0050075
28.0,13.0,0.004,0.017,0.021,0.4,37.5720164,127.0050075
30.0,13.0,0.004,0.012,0.026,0.4,37.5720164,127.0050075
27.0,12.0,0.004,0.012,0.028,0.4,37.5720164,127.0050075
25.0,16.0,0.004,0.013,0.028,0.4,37.5720164,127.0050075
30.0,15.0,0.003,0.014,0.029,0.3,37.5720164,127.0050075
30.0,13.0,0.003,0.016,0.027,0.3,37.5720164,127.0050075
28.0,15.0,0.003,0.021,0.022,0.4,37.5720164,127.0050075
23.0,14.0,0.003,0.029,0.016,0.4,37.5720164,127.0050075
27.0,15.0,0.003,0.043,0.005,0.5,37.5720164,127.0050075
26.0,18.0,0.004,0.044,0.004,0.5,37.5720164,127.0050075
23.0,16.0,0.003,0.036,0.0069999999999999,0.5,37.5720164,127.0050075
29.0,16.0,0.003,0.026,0.012,0.5,37.5720164,127.0050075
31.0,17.0,0.003,0.029,0.009,0.5,37.5720164,127.0050075
34.0,18.0,0.003,0.035,0.006,0.6,37.5720164,127.0050075
39.0,15.0,0.003,0.034,0.008,0.5,37.5720164,127.0050075
36.0,19.0,0.003,0.032,0.008,0.5,37.5720164,127.0050075
34.0,18.0,0.003,0.035,0.006,0.6,37.5720164,127.0050075
34.0,21.0,0.003,0.035,0.005,0.6,37.5720164,127.0050075
35.0,18.0,0.003,0.039,0.002,0.7,37.5720164,127.0050075
33.0,19.0,0.003,0.047,0.002,0.8,37.5720164,127.0050075
36.0,21.0,0.004,0.053,0.002,0.9,37.5720164,127.0050075
40.0,26.0,0.004,0.053,0.003,1.0,37.5720164,127.0050075
44.0,28.0,0.004,0.046,0.006,0.9,37.5720164,127.0050075
44.0,29.0,0.004,0.033,0.011,0.6,37.5720164,127.0050075
53.0,33.0,0.005,0.035,0.013,0.7,37.5720164,127.0050075
57.0,44.0,0.005,0.035,0.014,0.6,37.5720164,127.0050075
47.0,31.0,0.004,0.038,0.014,0.7,37.5720164,127.0050075
39.0,29.0,0.004,0.039,0.016,0.6,37.5720164,127.0050075
42.0,24.0,0.004,0.036,0.015,0.5,37.5720164,127.0050075
34.0,20.0,0.003,0.042,0.01,0.5,37.5720164,127.0050075
32.0,22.0,0.004,0.051,0.004,0.7,37.5720164,127.0050075
40.0,24.0,0.004,0.06,0.002,1.0,37.5720164,127.0050075
53.0,33.0,0.004,0.06,0.002,0.8,37.5720164,127.0050075
54.0,36.0,0.004,0.062,0.002,1.0,37.5720164,127.0050075
50.0,36.0,0.005,0.06,0.002,0.8,37.5720164,127.0050075
49.0,35.0,0.004,0.062,0.002,0.9,37.5720164,127.0050075
48.0,31.0,0.004,0.069,0.002,1.3,37.5720164,127.0050075
53.0,39.0,0.005,0.076,0.002,1.4,37.5720164,127.0050075
53.0,42.0,0.005,0.077,0.002,1.5,37.5720164,127.0050075
56.0,43.0,0.005,0.072,0.002,1.4,37.5720164,127.0050075
55.0,44.0,0.004,0.062,0.002,1.2,37.5720164,127.0050075
55.0,45.0,0.004,0.061,0.002,1.2,37.5720164,127.0050075
53.0,42.0,0.004,0.064,0.002,1.4,37.5720164,127.0050075
53.0,45.0,0.005,0.068,0.002,1.4,37.5720164,127.0050075
57.0,46.0,0.005,0.07,0.002,1.4,37.5720164,127.0050075
54.0,45.0,0.004,0.057,0.002,1.1,37.5720164,127.0050075
54.0,43.0,0.004,0.056,0.003,1.1,37.5720164,127.0050075
60.0,46.0,0.005,0.063,0.004,1.4,37.5720164,127.0050075
69.0,59.0,0.006,0.065,0.004,1.4,37.5720164,127.0050075
68.0,54.0,0.0069999999999999,0.064,0.006,1.1,37.5720164,127.0050075
64.0,51.0,0.006,0.061,0.0069999999999999,0.9,37.5720164,127.0050075
66.0,55.0,0.0069999999999999,0.065,0.006,0.9,37.5720164,127.0050075
67.0,58.0,0.008,0.076,0.004,1.0,37.5720164,127.0050075
88.0,72.0,0.009,0.083,0.003,1.1,37.5720164,127.0050075
87.0,73.0,0.009,0.0819999999999999,0.002,1.2,37.5720164,127.0050075
82.0,71.0,0.009,0.083,0.002,1.3,37.5720164,127.0050075
79.0,68.0,0.008,0.076,0.002,1.1,37.5720164,127.0050075
72.0,61.0,0.006,0.066,0.002,1.0,37.5720164,127.0050075
67.0,56.0,0.005,0.061,0.002,0.9,37.5720164,127.0050075
59.0,48.0,0.005,0.054,0.002,0.7,37.5720164,127.0050075
53.0,42.0,0.004,0.052,0.002,0.7,37.5720164,127.0050075
57.0,48.0,0.005,0.049,0.002,0.7,37.5720164,127.0050075
56.0,44.0,0.004,0.033,0.009,0.5,37.5720164,127.0050075
58.0,46.0,0.004,0.025,0.015,0.5,37.5720164,127.0050075
67.0,52.0,0.004,0.025,0.015,0.6,37.5720164,127.0050075
72.0,58.0,0.004,0.033,0.01,0.8,37.5720164,127.0050075
80.0,66.0,0.005,0.038,0.0069999999999999,0.8,37.5720164,127.0050075
87.0,72.0,0.005,0.053,0.002,1.1,37.5720164,127.0050075
94.0,79.0,0.005,0.075,0.002,1.5,37.5720164,127.0050075
90.0,77.0,0.006,0.0819999999999999,0.002,1.8,37.5720164,127.0050075
96.0,77.0,0.006,0.086,0.003,1.9,37.5720164,127.0050075
109.0,90.0,0.0069999999999999,0.086,0.003,2.0,37.5720164,127.0050075
116.0,101.0,0.008,0.075,0.003,1.6,37.5720164,127.0050075
122.0,102.0,0.0069999999999999,0.074,0.003,1.4,37.5720164,127.0050075
122.0,103.0,0.006,0.07,0.003,1.5,37.5720164,127.0050075
124.0,107.0,0.006,0.072,0.003,1.4,37.5720164,127.0050075
127.0,108.0,0.0069999999999999,0.067,0.004,1.3,37.5720164,127.0050075
118.0,97.0,0.0069999999999999,0.057,0.0069999999999999,0.9,37.5720164,127.0050075
123.0,105.0,0.006,0.054,0.008,1.0,37.5720164,127.0050075
110.0,98.0,0.006,0.039,0.016,0.9,37.5720164,127.0050075
103.0,91.0,0.005,0.04,0.015,0.8,37.5720164,127.0050075
95.0,83.0,0.005,0.046,0.011,0.9,37.5720164,127.0050075
94.0,83.0,0.005,0.058,0.003,1.3,37.5720164,127.0050075
91.0,81.0,0.005,0.051,0.004,1.0,37.5720164,127.0050075
95.0,85.0,0.004,0.046,0.008,0.9,37.5720164,127.0050075
99.0,88.0,0.004,0.062,0.002,1.1,37.5720164,127.0050075
100.0,87.0,0.005,0.045,0.0069999999999999,0.9,37.5720164,127.0050075
104.0,84.0,0.005,0.034,0.014,0.9,37.5720164,127.0050075
103.0,81.0,0.005,0.035,0.012,0.9,37.5720164,127.0050075
96.0,78.0,0.004,0.038,0.008,1.0,37.5720164,127.0050075
97.0,78.0,0.004,0.048,0.003,1.1,37.5720164,127.0050075
101.0,81.0,0.004,0.049,0.002,1.0,37.5720164,127.0050075
101.0,82.0,0.004,0.055,0.002,1.2,37.5720164,127.0050075
110.0,90.0,0.005,0.053,0.003,1.5,37.5720164,127.0050075
115.0,93.0,0.005,0.051,0.006,1.2,37.5720164,127.0050075
118.0,94.0,0.006,0.053,0.008,1.2,37.5720164,127.0050075
111.0,92.0,0.0069999999999999,0.053,0.009,1.1,37.5720164,127.0050075
101.0,82.0,0.0069999999999999,0.055,0.012,1.0,37.5720164,127.0050075
95.0,80.0,0.0069999999999999,0.069,0.0069999999999999,1.1,37.5720164,127.0050075
110.0,91.0,0.0069999999999999,0.077,0.005,1.3,37.5720164,127.0050075
120.0,98.0,0.0069999999999999,0.076,0.005,1.2,37.5720164,127.0050075
115.0,91.0,0.0069999999999999,0.071,0.005,0.9,37.5720164,127.0050075
96.0,71.0,0.0069999999999999,0.052,0.012,0.7,37.5720164,127.0050075
66.0,53.0,0.006,0.051,0.011,0.7,37.5720164,127.0050075
72.0,57.0,0.005,0.039,0.019,0.7,37.5720164,127.0050075
68.0,57.0,0.006,0.04,0.019,0.7,37.5720164,127.0050075
61.0,47.0,0.005,0.061,0.004,0.8,37.5720164,127.0050075
71.0,53.0,0.005,0.066,0.002,0.9,37.5720164,127.0050075
65.0,52.0,0.006,0.068,0.002,0.9,37.5720164,127.0050075
66.0,49.0,0.005,0.062,0.002,0.7,37.5720164,127.0050075
61.0,45.0,0.006,0.066,0.002,0.8,37.5720164,127.0050075
63.0,46.0,0.005,0.066,0.002,0.8,37.5720164,127.0050075
63.0,48.0,0.003,0.063,0.002,0.8,37.5720164,127.0050075
55.0,46.0,0.003,0.05,0.0069999999999999,0.7,37.5720164,127.0050075
45.0,37.0,0.003,0.028,0.02,0.5,37.5720164,127.0050075
51.0,41.0,0.003,0.023,0.02,0.6,37.5720164,127.0050075
64.0,50.0,0.003,0.023,0.017,0.6,37.5720164,127.0050075
61.0,47.0,0.003,0.024,0.018,0.6,37.5720164,127.0050075
61.0,47.0,0.003,0.022,0.02,0.6,37.5720164,127.0050075
64.0,56.0,0.004,0.019,0.023,0.6,37.5720164,127.0050075
61.0,52.0,0.004,0.017,0.025,0.5,37.5720164,127.0050075
59.0,49.0,0.004,0.018,0.026,0.5,37.5720164,127.0050075
54.0,41.0,0.005,0.018,0.03,0.5,37.5720164,127.0050075
54.0,42.0,0.006,0.018,0.033,0.5,37.5720164,127.0050075
54.0,42.0,0.006,0.021,0.032,0.5,37.5720164,127.0050075
54.0,41.0,0.005,0.024,0.03,0.5,37.5720164,127.0050075
50.0,39.0,0.004,0.026,0.026,0.5,37.5720164,127.0050075
43.0,35.0,0.004,0.03,0.022,0.5,37.5720164,127.0050075
48.0,41.0,0.004,0.027,0.023,0.5,37.5720164,127.0050075
47.0,40.0,0.004,0.027,0.022,0.5,37.5720164,127.0050075
44.0,35.0,0.003,0.022,0.024,0.5,37.5720164,127.0050075
44.0,30.0,0.004,0.021,0.023,0.4,37.5720164,127.0050075
43.0,31.0,0.003,0.022,0.021,0.5,37.5720164,127.0050075
41.0,28.0,0.003,0.022,0.02,0.5,37.5720164,127.0050075
40.0,31.0,0.003,0.024,0.018,0.5,37.5720164,127.0050075
40.0,30.0,0.003,0.022,0.02,0.5,37.5720164,127.0050075
39.0,28.0,0.003,0.021,0.021,0.5,37.5720164,127.0050075
37.0,27.0,0.003,0.026,0.018,0.5,37.5720164,127.0050075
46.0,37.0,0.002,0.039,0.004,0.7,37.5720164,127.0050075
51.0,44.0,0.002,0.041,0.003,0.6,37.5720164,127.0050075
50.0,43.0,0.003,0.046,0.002,0.7,37.5720164,127.0050075
51.0,46.0,0.003,0.051,0.003,0.9,37.5720164,127.0050075
62.0,50.0,0.004,0.053,0.004,1.0,37.5720164,127.0050075
70.0,57.0,0.004,0.052,0.006,1.1,37.5720164,127.0050075
74.0,62.0,0.005,0.05,0.0069999999999999,0.9,37.5720164,127.0050075
58.0,46.0,0.005,0.044,0.01,0.7,37.5720164,127.0050075
58.0,44.0,0.004,0.05,0.0069999999999999,0.7,37.5720164,127.0050075
58.0,46.0,0.004,0.047,0.0069999999999999,0.7,37.5720164,127.0050075
59.0,50.0,0.004,0.048,0.006,0.7,37.5720164,127.0050075
60.0,48.0,0.003,0.053,0.003,0.7,37.5720164,127.0050075
59.0,49.0,0.003,0.056,0.002,0.9,37.5720164,127.0050075
53.0,44.0,0.003,0.054,0.002,0.7,37.5720164,127.0050075
44.0,34.0,0.003,0.056,0.002,0.8,37.5720164,127.0050075
37.0,29.0,0.003,0.057,0.002,0.7,37.5720164,127.0050075
31.0,22.0,0.003,0.058,0.002,0.7,37.5720164,127.0050075
32.0,21.0,0.004,0.062,0.002,0.7,37.5720164,127.0050075
42.0,26.0,0.003,0.046,0.008,0.7,37.5720164,127.0050075
49.0,39.0,0.004,0.016,0.025,0.6,37.5720164,127.0050075
51.0,39.0,0.005,0.011,0.029,0.5,37.5720164,127.0050075
47.0,35.0,0.005,0.01,0.031,0.5,37.5720164,127.0050075
43.0,26.0,0.005,0.008,0.032,0.4,37.5720164,127.0050075
63.0,19.0,0.004,0.008,0.032,0.3,37.5720164,127.0050075
100.0,12.0,0.003,0.009,0.03,0.3,37.5720164,127.0050075
117.0,12.0,0.004,0.01,0.028,0.3,37.5720164,127.0050075
124.0,13.0,0.003,0.01,0.028,0.3,37.5720164,127.0050075
119.0,14.0,0.003,0.011,0.026,0.3,37.5720164,127.0050075
88.0,14.0,0.004,0.01,0.029,0.3,37.5720164,127.0050075
62.0,16.0,0.004,0.009,0.03,0.3,37.5720164,127.0050075
63.0,16.0,0.005,0.01,0.031,0.3,37.5720164,127.0050075
63.0,20.0,0.005,0.009,0.032,0.3,37.5720164,127.0050075
64.0,17.0,0.005,0.011,0.031,0.3,37.5720164,127.0050075
64.0,21.0,0.005,0.012,0.033,0.4,37.5720164,127.0050075
53.0,26.0,0.005,0.015,0.033,0.4,37.5720164,127.0050075
50.0,24.0,0.005,0.014,0.034,0.4,37.5720164,127.0050075
50.0,28.0,0.005,0.015,0.033,0.4,37.5720164,127.0050075
52.0,32.0,0.005,0.021,0.029,0.5,37.5720164,127.0050075
54.0,40.0,0.005,0.022,0.028,0.5,37.5720164,127.0050075
55.0,45.0,0.005,0.015,0.033,0.5,37.5720164,127.0050075
50.0,43.0,0.005,0.017,0.03,0.5,37.5720164,127.0050075
54.0,45.0,0.005,0.016,0.029,0.5,37.5720164,127.0050075
57.0,47.0,0.005,0.015,0.029,0.5,37.5720164,127.0050075
55.0,50.0,0.005,0.014,0.031,0.5,37.5720164,127.0050075
56.0,47.0,0.005,0.013,0.03,0.5,37.5720164,127.0050075
56.0,46.0,0.004,0.015,0.028,0.5,37.5720164,127.0050075
55.0,47.0,0.005,0.013,0.028,0.5,37.5720164,127.0050075
54.0,46.0,0.005,0.011,0.029,0.4,37.5720164,127.0050075
52.0,43.0,0.005,0.015,0.025,0.4,37.5720164,127.0050075
47.0,43.0,0.004,0.02,0.02,0.4,37.5720164,127.0050075
46.0,41.0,0.004,0.024,0.017,0.4,37.5720164,127.0050075
45.0,38.0,0.004,0.026,0.016,0.5,37.5720164,127.0050075
45.0,36.0,0.004,0.021,0.022,0.4,37.5720164,127.0050075
48.0,40.0,0.005,0.022,0.022,0.5,37.5720164,127.0050075
54.0,44.0,0.005,0.028,0.021,0.6,37.5720164,127.0050075
388.0,380.0,0.106,0.002,0.001,11.2,37.5720164,127.0050075
204.0,191.0,0.061,0.015,0.056,6.1,37.5720164,127.0050075
31.0,16.0,0.004,0.021,0.024,0.5,37.5720164,127.0050075
46.0,35.0,0.004,0.025,0.026,0.4,37.5720164,127.0050075
45.0,33.0,0.004,0.027,0.026,0.4,37.5720164,127.0050075
39.0,33.0,0.004,0.033,0.02,0.5,37.5720164,127.0050075
35.0,30.0,0.003,0.041,0.012,0.5,37.5720164,127.0050075
35.0,30.0,0.003,0.047,0.008,0.6,37.5720164,127.0050075
40.0,33.0,0.003,0.043,0.009,0.6,37.5720164,127.0050075
28.0,23.0,0.003,0.025,0.024,0.4,37.5720164,127.0050075
22.0,17.0,0.003,0.021,0.027,0.3,37.5720164,127.0050075
19.0,15.0,0.002,0.019,0.027,0.4,37.5720164,127.0050075
25.0,18.0,0.003,0.023,0.022,0.4,37.5720164,127.0050075
25.0,21.0,0.002,0.027,0.019,0.4,37.5720164,127.0050075
27.0,20.0,0.003,0.02,0.024,0.4,37.5720164,127.0050075
28.0,23.0,0.003,0.018,0.025,0.4,37.5720164,127.0050075
30.0,25.0,0.003,0.02,0.023,0.4,37.5720164,127.0050075
30.0,24.0,0.003,0.036,0.009,0.5,37.5720164,127.0050075
30.0,25.0,0.003,0.043,0.005,0.6,37.5720164,127.0050075
35.0,28.0,0.004,0.055,0.003,0.9,37.5720164,127.0050075
38.0,32.0,0.003,0.039,0.008,0.6,37.5720164,127.0050075
33.0,26.0,0.004,0.029,0.018,0.5,37.5720164,127.0050075
33.0,28.0,0.005,0.021,0.025,0.4,37.5720164,127.0050075
32.0,23.0,0.004,0.021,0.027,0.4,37.5720164,127.0050075
37.0,31.0,0.005,0.028,0.024,0.5,37.5720164,127.0050075
37.0,30.0,0.004,0.024,0.027,0.5,37.5720164,127.0050075
35.0,29.0,0.004,0.024,0.029,0.5,37.5720164,127.0050075
35.0,26.0,0.004,0.025,0.029,0.4,37.5720164,127.0050075
34.0,24.0,0.004,0.03,0.026,0.5,37.5720164,127.0050075
36.0,28.0,0.004,0.039,0.018,0.5,37.5720164,127.0050075
35.0,28.0,0.004,0.047,0.01,0.6,37.5720164,127.0050075
40.0,32.0,0.004,0.054,0.005,0.7,37.5720164,127.0050075
39.0,34.0,0.004,0.056,0.004,0.6,37.5720164,127.0050075
35.0,27.0,0.003,0.054,0.005,0.6,37.5720164,127.0050075
30.0,22.0,0.003,0.045,0.008,0.5,37.5720164,127.0050075
32.0,24.0,0.004,0.052,0.004,0.6,37.5720164,127.0050075
32.0,24.0,0.003,0.039,0.011,0.5,37.5720164,127.0050075
33.0,26.0,0.003,0.037,0.012,0.6,37.5720164,127.0050075
32.0,28.0,0.003,0.046,0.005,0.6,37.5720164,127.0050075
33.0,27.0,0.003,0.054,0.002,0.8,37.5720164,127.0050075
43.0,37.0,0.004,0.051,0.002,0.8,37.5720164,127.0050075
45.0,37.0,0.004,0.058,0.002,1.0,37.5720164,127.0050075
52.0,49.0,0.004,0.059,0.002,1.0,37.5720164,127.0050075
51.0,44.0,0.004,0.063,0.002,1.3,37.5720164,127.0050075
60.0,53.0,0.004,0.07,0.003,1.3,37.5720164,127.0050075
69.0,52.0,0.005,0.069,0.004,1.5,37.5720164,127.0050075
85.0,70.0,0.006,0.079,0.005,1.5,37.5720164,127.0050075
85.0,74.0,0.006,0.084,0.005,1.5,37.5720164,127.0050075
66.0,56.0,0.006,0.047,0.018,0.7,37.5720164,127.0050075
37.0,29.0,0.005,0.033,0.023,0.5,37.5720164,127.0050075
41.0,35.0,0.005,0.038,0.02,0.5,37.5720164,127.0050075
42.0,35.0,0.005,0.037,0.022,0.5,37.5720164,127.0050075
45.0,37.0,0.006,0.037,0.026,0.5,37.5720164,127.0050075
56.0,47.0,0.005,0.048,0.017,0.6,37.5720164,127.0050075
52.0,46.0,0.005,0.058,0.006,0.7,37.5720164,127.0050075
45.0,38.0,0.005,0.06,0.003,0.8,37.5720164,127.0050075
43.0,37.0,0.005,0.049,0.009,0.7,37.5720164,127.0050075
39.0,31.0,0.005,0.038,0.017,0.6,37.5720164,127.0050075
40.0,32.0,0.005,0.052,0.01,0.8,37.5720164,127.0050075
42.0,33.0,0.004,0.068,0.002,1.1,37.5720164,127.0050075
46.0,40.0,0.004,0.08,0.002,1.3,37.5720164,127.0050075
45.0,38.0,0.004,0.077,0.002,1.2,37.5720164,127.0050075
52.0,47.0,0.004,0.08,0.002,1.4,37.5720164,127.0050075
48.0,39.0,0.003,0.068,0.002,1.2,37.5720164,127.0050075
51.0,42.0,0.004,0.065,0.002,1.1,37.5720164,127.0050075
45.0,39.0,0.004,0.061,0.002,1.1,37.5720164,127.0050075
49.0,38.0,0.003,0.061,0.002,1.0,37.5720164,127.0050075
48.0,41.0,0.004,0.071,0.002,1.2,37.5720164,127.0050075
54.0,50.0,0.004,0.073,0.003,1.2,37.5720164,127.0050075
57.0,49.0,0.004,0.073,0.004,1.3,37.5720164,127.0050075
68.0,62.0,0.005,0.071,0.005,1.3,37.5720164,127.0050075
73.0,68.0,0.006,0.073,0.006,1.2,37.5720164,127.0050075
75.0,70.0,0.0069999999999999,0.071,0.0069999999999999,1.1,37.5720164,127.0050075
83.0,76.0,0.0069999999999999,0.073,0.006,1.1,37.5720164,127.0050075
81.0,74.0,0.008,0.067,0.0069999999999999,1.0,37.5720164,127.0050075
75.0,66.0,0.0069999999999999,0.069,0.005,1.0,37.5720164,127.0050075
81.0,71.0,0.006,0.063,0.008,0.8,37.5720164,127.0050075
78.0,65.0,0.006,0.066,0.006,0.8,37.5720164,127.0050075
83.0,70.0,0.006,0.063,0.006,0.8,37.5720164,127.0050075
78.0,64.0,0.005,0.062,0.006,0.8,37.5720164,127.0050075
80.0,65.0,0.005,0.043,0.02,0.6,37.5720164,127.0050075
76.0,59.0,0.005,0.042,0.021,0.6,37.5720164,127.0050075
75.0,55.0,0.004,0.035,0.028,0.5,37.5720164,127.0050075
60.0,44.0,0.004,0.023,0.037,0.4,37.5720164,127.0050075
61.0,36.0,0.003,0.015,0.043,0.4,37.5720164,127.0050075
58.0,37.0,0.003,0.015,0.036,0.6,37.5720164,127.0050075
86.0,77.0,0.003,0.012,0.031,0.9,37.5720164,127.0050075
47.0,44.0,0.003,0.008,0.03,0.6,37.5720164,127.0050075
59.0,21.0,0.003,0.009,0.031,0.3,37.5720164,127.0050075
113.0,15.0,0.003,0.009,0.03,0.3,37.5720164,127.0050075
165.0,16.0,0.003,0.009,0.03,0.2,37.5720164,127.0050075
177.0,13.0,0.003,0.012,0.027,0.3,37.5720164,127.0050075
167.0,13.0,0.003,0.012,0.027,0.3,37.5720164,127.0050075
177.0,13.0,0.003,0.01,0.029,0.3,37.5720164,127.0050075
184.0,16.0,0.003,0.01,0.029,0.3,37.5720164,127.0050075
168.0,16.0,0.004,0.011,0.029,0.3,37.5720164,127.0050075
154.0,13.0,0.003,0.011,0.03,0.3,37.5720164,127.0050075
129.0,12.0,0.004,0.011,0.032,0.3,37.5720164,127.0050075
101.0,14.0,0.003,0.013,0.031,0.3,37.5720164,127.0050075
80.0,10.0,0.003,0.012,0.033,0.3,37.5720164,127.0050075
67.0,8.0,0.003,0.014,0.031,0.3,37.5720164,127.0050075
55.0,9.0,0.003,0.015,0.03,0.3,37.5720164,127.0050075
47.0,8.0,0.003,0.027,0.019,0.3,37.5720164,127.0050075
36.0,5.0,0.003,0.025,0.019,0.4,37.5720164,127.0050075
27.0,4.0,0.003,0.018,0.024,0.3,37.5720164,127.0050075
26.0,5.0,0.003,0.022,0.02,0.3,37.5720164,127.0050075
28.0,8.0,0.003,0.026,0.016,0.4,37.5720164,127.0050075
29.0,8.0,0.003,0.021,0.02,0.4,37.5720164,127.0050075
29.0,10.0,0.003,0.016,0.022,0.4,37.5720164,127.0050075
27.0,10.0,0.003,0.016,0.021,0.4,37.5720164,127.0050075
25.0,9.0,0.003,0.022,0.019,0.4,37.5720164,127.0050075
25.0,7.0,0.003,0.016,0.023,0.3,37.5720164,127.0050075
28.0,7.0,0.003,0.024,0.015,0.4,37.5720164,127.0050075
29.0,10.0,0.003,0.028,0.012,0.4,37.5720164,127.0050075
29.0,10.0,0.003,0.035,0.006,0.5,37.5720164,127.0050075
29.0,12.0,0.003,0.042,0.002,0.6,37.5720164,127.0050075
31.0,12.0,0.003,0.038,0.0069999999999999,0.6,37.5720164,127.0050075
28.0,11.0,0.003,0.03,0.013,0.5,37.5720164,127.0050075
32.0,11.0,0.003,0.025,0.019,0.4,37.5720164,127.0050075
35.0,13.0,0.004,0.026,0.019,0.4,37.5720164,127.0050075
33.0,10.0,0.003,0.024,0.023,0.4,37.5720164,127.0050075
28.0,9.0,0.003,0.027,0.022,0.4,37.5720164,127.0050075
24.0,11.0,0.003,0.03,0.019,0.4,37.5720164,127.0050075
